Sample Names	MutationTypes	ID1	ID2	ID9
B1_100RPMI_P1_C1	1:Ins:T:5	0.9900830330197464	0.0032583019032431317	0.006658665077010335
B1_100RPMI_P1_C1	2:Del:R:0	0.04726668333472628	0.010563032154387218	0.9421702845108865
B1_100RPMI_P1_C1	2:Del:R:1	0.1548138565058931	0.4238796216362197	0.4213065218578872
B1_100RPMI_P1_C1	2:Del:R:2	0.13747842766311205	0.5034132003980439	0.359108371938844
B1_100RPMI_P1_C1	2:Del:R:3	0.3503552516158535	0.5679170127451991	0.08172773563894734
B1_100RPMI_P1_C1	2:Del:R:4	0.06204283002747827	0.9379571699725153	6.380892791403315e-15
B1_100RPMI_P1_C1	2:Del:R:5	0.24894195038644365	0.32872741494074614	0.4223306346728101
B1_100RPMI_P1_C1	3:Del:R:0	0.041220217034306374	0.0037662280415392715	0.9550135549241543
B1_100RPMI_P1_C1	3:Del:R:1	0.3539126198010152	0.3307243167386907	0.3153630634602941
B1_100RPMI_P1_C1	3:Del:R:2	0.1815976438692702	0.5058612158826369	0.31254114024809304
B1_100RPMI_P1_C1	3:Del:R:3	0.3497019401865828	0.3549222757305866	0.2953757840828307
B1_100RPMI_P1_C1	3:Del:R:4	0.2618440313456162	0.2939369217166714	0.4442190469377124
B1_100RPMI_P1_C1	3:Del:R:5	0.2622323425170722	0.29288983968222104	0.4448778178007067
B1_100RPMI_P1_C1	4:Del:R:0	0.062382571969843696	0.007086021052073805	0.9305314069780825
B1_100RPMI_P1_C1	4:Del:R:1	0.11772171948380832	0.25887632053116655	0.6234019599850252
B1_100RPMI_P1_C1	4:Del:R:2	0.002240306890202992	0.35268521368454236	0.6450744794252548
B1_100RPMI_P1_C1	4:Del:R:3	1.0505265603968182e-13	0.21595457258023593	0.784045427419659
B1_100RPMI_P1_C1	4:Del:R:4	0.2622323425170722	0.29288983968222104	0.4448778178007067
B1_100RPMI_P1_C1	4:Del:R:5	0.12038929162480769	0.8203733328140311	0.059237375561161196
B1_100RPMI_P1_C1	5:Del:R:0	0.009872877937513366	0.04260562805237804	0.9475214940101085
B1_100RPMI_P1_C1	5:Del:R:1	0.05486740205227863	0.8019011470629056	0.14323145088481576
B1_100RPMI_P1_C1	5:Del:R:2	0.16336639171199308	0.4810427581597194	0.3555908501282874
B1_100RPMI_P1_C1	5:Del:R:3	0.10907671153091096	0.8542620712551912	0.03666121721389795
B1_100RPMI_P1_C1	5:Del:R:4	0.03459030739578781	0.881711271597987	0.0836984210062251
B1_100RPMI_P1_C1	5:Del:R:5	0.38088375188748824	0.2414531745956163	0.3776630735168954
B1_100RPMI_P1_C1	2:Ins:R:0	0.2094913641203688	0.1618437301208323	0.6286649057587989
B1_100RPMI_P1_C1	2:Ins:R:1	0.0032267560486495526	0.10411721790764192	0.8926560260437086
B1_100RPMI_P1_C1	2:Ins:R:2	0.11178007478837282	0.4893539725181092	0.39886595269351804
B1_100RPMI_P1_C1	2:Ins:R:3	0.4160226099539987	0.2887172952836723	0.29526009476232895
B1_100RPMI_P1_C1	2:Ins:R:4	0.6074375911113287	0.38591779311527324	0.006644615773398307
B1_100RPMI_P1_C1	2:Ins:R:5	0.5868078171460924	0.4131921828539074	1.8183698641023637e-16
B1_100RPMI_P1_C1	3:Ins:R:0	0.0009603228361405621	0.1697745618172749	0.8292651153465845
B1_100RPMI_P1_C1	3:Ins:R:1	0.11280864854089968	0.5086665588119763	0.378524792647124
B1_100RPMI_P1_C1	3:Ins:R:2	0.12133067164672488	0.540947769511543	0.33772155884173216
B1_100RPMI_P1_C1	3:Ins:R:3	0.9530989750375136	0.01616043642747097	0.030740588535015555
B1_100RPMI_P1_C1	3:Ins:R:4	0.37300522245134293	0.5568776278584596	0.07011714969019733
B1_100RPMI_P1_C1	3:Ins:R:5	0.4170725885254257	0.5829274114745725	1.875587881160911e-15
B1_100RPMI_P1_C1	4:Ins:R:0	1.7762011527437064e-14	0.08437667075889348	0.9156233292410888
B1_100RPMI_P1_C1	4:Ins:R:1	0.28479574781530087	0.4310379752840662	0.2841662769006331
B1_100RPMI_P1_C1	4:Ins:R:2	0.5766507742251993	0.08721169121671045	0.3361375345580904
B1_100RPMI_P1_C1	4:Ins:R:3	0.5158024194393334	0.4111332864425781	0.07306429411808846
B1_100RPMI_P1_C1	4:Ins:R:4	0.5779686150069466	0.42203138499304327	1.015331738754459e-14
B1_100RPMI_P1_C1	4:Ins:R:5	0.32759127808840244	0.6716684331450303	0.0007402887665670766
B1_100RPMI_P1_C1	5:Ins:R:0	1.922816173590988e-14	2.14761198186216e-14	0.9999999999999593
B1_100RPMI_P1_C1	5:Ins:R:1	0.5025327241634221	0.04421345528099238	0.4532538205555854
B1_100RPMI_P1_C1	5:Ins:R:2	0.6948156352238748	0.014112036829655025	0.2910723279464702
B1_100RPMI_P1_C1	5:Ins:R:3	0.5757699817822456	0.2220673915076425	0.20216262671011204
B1_100RPMI_P1_C1	5:Ins:R:4	0.82791430779448	0.006362024568713228	0.16572366763680663
B1_100RPMI_P1_C1	5:Ins:R:5	0.5028248088776788	0.4541008980472276	0.04307429307509366
B1_100RPMI_P1_C1	2:Del:M:1	0.22135773029644482	0.03036422152019118	0.748278048183364
B1_100RPMI_P1_C1	3:Del:M:1	0.02552927101157276	0.000159292784727282	0.9743114362037
B1_100RPMI_P1_C1	3:Del:M:2	0.25348656867522024	0.47207253468948696	0.27444089663529286
B1_100RPMI_P1_C1	4:Del:M:1	0.037708566848208364	0.06191231804739681	0.9003791151043948
B1_100RPMI_P1_C1	4:Del:M:2	0.035626254733600364	0.12620194880565944	0.8381717964607401
B1_100RPMI_P1_C1	4:Del:M:3	0.046568298735476694	0.18812845240619022	0.765303248858333
B1_100RPMI_P1_C1	5:Del:M:1	0.00131086588001052	0.9396613352575124	0.05902779886247713
B1_100RPMI_P1_C1	5:Del:M:2	7.004024064997226e-07	0.32420940045442176	0.6757898991431718
B1_100RPMI_P1_C1	5:Del:M:3	3.6087505229870363e-09	0.08219264332595827	0.9178073530652912
B1_100RPMI_P1_C1	5:Del:M:4	0.04139443821767626	0.46215960023889974	0.49644596154342396
B1_100RPMI_P1_C1	5:Del:M:5	0.23087977620959674	0.7691202237904013	1.949265465063704e-15
B2_150URI_P5_C9	1:Del:C:0	0.0005179515874265437	0.014566928905974049	0.9849151195065995
B2_150URI_P5_C9	1:Del:C:1	0.00844799969871033	0.00022498450469620043	0.9913270157965934
B2_150URI_P5_C9	1:Del:C:2	1.3536096803345594e-15	0.0011855108227429715	0.9988144891772557
B2_150URI_P5_C9	1:Del:C:3	0.13766382809084216	0.16629188765709477	0.6960442842520631
B2_150URI_P5_C9	1:Del:C:4	0.04512515409844339	0.22979827337154857	0.725076572530008
B2_150URI_P5_C9	1:Del:C:5	0.1978422196844929	0.7997704438610508	0.0023873364544562234
B2_150URI_P5_C9	1:Del:T:0	0.012600757912817149	0.07079917922226331	0.9166000628649196
B2_150URI_P5_C9	1:Del:T:1	8.23237702281203e-17	9.157438906398412e-17	0.9999999999999998
B2_150URI_P5_C9	1:Del:T:2	0.01096091373382763	0.07677009563406594	0.9122689906321064
B2_150URI_P5_C9	1:Del:T:3	0.018521003691100244	0.1521589251176715	0.8293200711912283
B2_150URI_P5_C9	1:Del:T:4	0.03204566485770667	0.32798375215146586	0.6399705829908274
B2_150URI_P5_C9	1:Del:T:5	4.35381179868775e-18	0.9988897803538762	0.001110219646123836
B2_150URI_P5_C9	1:Ins:C:0	0.2780855324118521	0.30933365500125687	0.41258081258689105
B2_150URI_P5_C9	1:Ins:C:1	1.551286871701003e-14	0.9917892506814513	0.008210749318533349
B2_150URI_P5_C9	1:Ins:C:2	9.607795719013565e-15	0.07088865466685433	0.929111345333136
B2_150URI_P5_C9	1:Ins:C:3	0.6784978266589601	0.3215021733410359	3.938618445506987e-15
B2_150URI_P5_C9	1:Ins:C:4	0.39663132039419996	0.6029331314470764	0.0004355481587236537
B2_150URI_P5_C9	1:Ins:C:5	0.7414484914521156	0.25650993291090585	0.0020415756369786308
B2_150URI_P5_C9	1:Ins:T:0	0.15253061985042615	0.08270922358398766	0.7647601565655863
B2_150URI_P5_C9	1:Ins:T:1	0.004256700739728457	3.889061801803822e-16	0.9957432992602713
B2_150URI_P5_C9	1:Ins:T:2	0.06657174536295017	0.20818173763238407	0.7252465170046658
B2_150URI_P5_C9	1:Ins:T:3	0.6327713737520233	0.15052411128430634	0.2167045149636703
B2_150URI_P5_C9	1:Ins:T:4	0.7802203012884669	0.15234030340559013	0.06743939530594292
B2_150URI_P5_C9	1:Ins:T:5	0.9909240209602572	0.0032478112856198856	0.005828167754122866
B2_150URI_P5_C9	2:Del:R:0	0.053605802815632306	0.011930976859302727	0.934463220325065
B2_150URI_P5_C9	2:Del:R:1	0.16375200668413914	0.4465294073366196	0.38971858597924125
B2_150URI_P5_C9	2:Del:R:2	0.1442741716044132	0.5261497380807411	0.32957609031484575
B2_150URI_P5_C9	2:Del:R:3	0.3548127922006625	0.5728042645306183	0.07238294326871919
B2_150URI_P5_C9	2:Del:R:4	0.06228032819717346	0.937719671802821	5.6016616798287e-15
B2_150URI_P5_C9	2:Del:R:5	0.26324263119969327	0.34619818455972523	0.39055918424058145
B2_150URI_P5_C9	3:Del:R:0	0.046832541048226164	0.004261620640882543	0.9489058383108913
B2_150URI_P5_C9	3:Del:R:1	0.3690096528144751	0.3434302390389412	0.2875601081465837
B2_150URI_P5_C9	3:Del:R:2	0.18941484749741297	0.5254917704294672	0.28509338207311996
B2_150URI_P5_C9	3:Del:R:3	0.3637056747885802	0.36763429605055736	0.26866002916086235
B2_150URI_P5_C9	3:Del:R:4	0.27765066307300706	0.3104137170030704	0.4119356199239226
B2_150URI_P5_C9	3:Del:R:5	0.2780855324118521	0.30933365500125687	0.41258081258689105
B2_150URI_P5_C9	4:Del:R:0	0.07063083520395345	0.007990321059187346	0.9213788437368591
B2_150URI_P5_C9	4:Del:R:1	0.12785679323353336	0.2800207821766838	0.5921224245897829
B2_150URI_P5_C9	4:Del:R:2	0.0024414042069780934	0.38278080604434994	0.6147777897486719
B2_150URI_P5_C9	4:Del:R:3	1.1662797333913755e-13	0.2387749826887592	0.7612250173111242
B2_150URI_P5_C9	4:Del:R:4	0.2780855324118521	0.30933365500125687	0.41258081258689105
B2_150URI_P5_C9	4:Del:R:5	0.12169971359766288	0.8259313635598805	0.052368922842456686
B2_150URI_P5_C9	5:Del:R:0	0.011207157581016088	0.048166979029253425	0.9406258633897305
B2_150URI_P5_C9	5:Del:R:1	0.056057563666747676	0.815964722535484	0.12797771379776834
B2_150URI_P5_C9	5:Del:R:2	0.17134609961619127	0.5024882529637962	0.3261656474200125
B2_150URI_P5_C9	5:Del:R:3	0.10996444121834834	0.8577131848489835	0.03232237393266827
B2_150URI_P5_C9	5:Del:R:4	0.03508451135491972	0.8906726770604018	0.07424281158467834
B2_150URI_P5_C9	5:Del:R:5	0.4002418323317349	0.25269327133092767	0.34706489633733745
B2_150URI_P5_C9	2:Ins:R:0	0.22759291654632838	0.17511333622543554	0.5972937472282361
B2_150URI_P5_C9	2:Ins:R:1	0.0036354631618710108	0.11682798781949529	0.8795365490186337
B2_150URI_P5_C9	2:Ins:R:2	0.11791571202855829	0.5141160077922827	0.3679682801791589
B2_150URI_P5_C9	2:Ins:R:3	0.4325545201804447	0.2989698870664296	0.2684755927531257
B2_150URI_P5_C9	2:Ins:R:4	0.6089005810099011	0.38527448871368664	0.0058249302764124145
B2_150URI_P5_C9	2:Ins:R:5	0.5877952430826479	0.4122047569173521	1.5929000880017165e-16
B2_150URI_P5_C9	3:Ins:R:0	0.0010726697101205748	0.18886527070322626	0.8100620595866532
B2_150URI_P5_C9	3:Ins:R:1	0.1186910311711919	0.5330149861325925	0.3482939826962156
B2_150URI_P5_C9	3:Ins:R:2	0.1269909427532029	0.5638819673934484	0.3091270898533488
B2_150URI_P5_C9	3:Ins:R:3	0.9568523582781695	0.016158116702806233	0.026989525019024393
B2_150URI_P5_C9	3:Ins:R:4	0.3771773503160206	0.5608170259047652	0.062005623779214133
B2_150URI_P5_C9	3:Ins:R:5	0.4180633816268743	0.581936618373124	1.6441598336011608e-15
B2_150URI_P5_C9	4:Ins:R:0	2.0075143420492374e-14	0.09497725658910522	0.9050227434108746
B2_150URI_P5_C9	4:Ins:R:1	0.29586278024324775	0.44596737999703057	0.2581698397597217
B2_150URI_P5_C9	4:Ins:R:2	0.6022643437443097	0.09071512585379297	0.3070205304018973
B2_150URI_P5_C9	4:Ins:R:3	0.5214542945281939	0.4139484299972166	0.06459727547458957
B2_150URI_P5_C9	4:Ins:R:4	0.5789620082052617	0.4210379917947294	8.89467137143885e-15
B2_150URI_P5_C9	4:Ins:R:5	0.3285188932019161	0.6708318667302224	0.0006492400678614697
B2_150URI_P5_C9	5:Ins:R:0	2.1986780050472607e-14	2.4457406955815942e-14	0.9999999999999535
B2_150URI_P5_C9	5:Ins:R:1	0.5329357570178778	0.046697721958410314	0.42036652102371186
B2_150URI_P5_C9	5:Ins:R:2	0.7211950650459988	0.01458826323172039	0.2642166717222808
B2_150URI_P5_C9	5:Ins:R:3	0.5913020719089925	0.22713073141556647	0.18156719667544105
B2_150URI_P5_C9	5:Ins:R:4	0.8455169039032404	0.006470874468702372	0.14801222162805722
B2_150URI_P5_C9	5:Ins:R:5	0.5064972217315552	0.45555776897317735	0.03794500929526753
B2_150URI_P5_C9	2:Del:M:1	0.2443262963206911	0.03337862143974685	0.7222950822395621
B2_150URI_P5_C9	3:Del:M:1	0.02908472484512693	0.00018073962494896602	0.9707345355299241
B2_150URI_P5_C9	3:Del:M:2	0.2630490811507856	0.4878893033877058	0.24906161546150865
B2_150URI_P5_C9	4:Del:M:1	0.04252300920478016	0.06953312601688416	0.8879438647783356
B2_150URI_P5_C9	4:Del:M:2	0.039835964194424305	0.14054064816170259	0.8196233876438731
B2_150URI_P5_C9	4:Del:M:3	0.05155839127667082	0.20744080781165317	0.741000800911676
B2_150URI_P5_C9	5:Del:M:1	0.0013257492060597179	0.9464663970814053	0.05220785371253488
B2_150URI_P5_C9	5:Del:M:2	7.663947701401315e-07	0.35331431374106037	0.6466849198641694
B2_150URI_P5_C9	5:Del:M:3	4.079937730998714e-09	0.09254657460078528	0.9074534213192771
B2_150URI_P5_C9	5:Del:M:4	0.044232700968487595	0.4918403689645261	0.4639269300669862
B2_150URI_P5_C9	5:Del:M:5	0.2316039897402997	0.7683960102596986	1.710043928278009e-15
B2_150URI_P6_C1	1:Del:C:0	0.0004662907325319285	0.013983375400418671	0.9855503338670494
B2_150URI_P6_C1	1:Del:C:1	0.007607005038109374	0.0002160174439947883	0.9921769775178959
B2_150URI_P6_C1	1:Del:C:2	1.2178730117953359e-15	0.001137340433117767	0.998862659566881
B2_150URI_P6_C1	1:Del:C:3	0.1264550930123422	0.1628785698229484	0.7106663371647094
B2_150URI_P6_C1	1:Del:C:4	0.04116937835824157	0.2235521100158363	0.7352785116259221
B2_150URI_P6_C1	1:Del:C:5	0.18783349699146268	0.8096472018445485	0.0025193011639887174
B2_150URI_P6_C1	1:Del:T:0	0.011383814223698165	0.06820178722690659	0.9204143985493952
B2_150URI_P6_C1	1:Del:T:1	7.406497189635394e-17	8.784924658930432e-17	0.9999999999999998
B2_150URI_P6_C1	1:Del:T:2	0.009903120744786546	0.07395947112604288	0.9161374081291705
B2_150URI_P6_C1	1:Del:T:3	0.01679814551118642	0.14715351929715934	0.8360483351916542
B2_150URI_P6_C1	1:Del:T:4	0.029316197665592104	0.31993892817250236	0.6507448741619055
B2_150URI_P6_C1	1:Del:T:5	4.082938197561808e-18	0.9988427572947013	0.001157242705298729
B2_150URI_P6_C1	1:Ins:C:0	0.2607429007516797	0.30926991259241177	0.42998718665590846
B2_150URI_P6_C1	1:Ins:C:1	1.4543352669391366e-14	0.9914440625494614	0.008555937450524019
B2_150URI_P6_C1	1:Ins:C:2	8.668930921946402e-15	0.06820165553175964	0.9317983444682316
B2_150URI_P6_C1	1:Ins:C:3	0.6643386316931016	0.33566136830689414	4.28644589929184e-15
B2_150URI_P6_C1	1:Ins:C:4	0.3813694563163562	0.6181650567727215	0.0004654869109222928
B2_150URI_P6_C1	1:Ins:C:5	0.7288880270681215	0.2688811880405593	0.0022307848913191977
B2_150URI_P6_C1	1:Ins:T:0	0.13983891180700714	0.080853969317887	0.7793071188751058
B2_150URI_P6_C1	1:Ins:T:1	0.003831300607960779	3.732453063266084e-16	0.9961686993920389
B2_150URI_P6_C1	1:Ins:T:2	0.060814368651446224	0.2027847487496323	0.7364008825989214
B2_150URI_P6_C1	1:Ins:T:3	0.6118800682357279	0.15520365883375756	0.23291627293051456
B2_150URI_P6_C1	1:Ins:T:4	0.7667115839408004	0.1596268690567893	0.07366154700241032
B2_150URI_P6_C1	1:Ins:T:5	0.9900674243328504	0.003460123519080008	0.006472452148069542
B2_150URI_P6_C1	2:Del:R:0	0.048512452574813965	0.011513141195028083	0.9399744062301579
B2_150URI_P6_C1	2:Del:R:1	0.15260310768429797	0.4437140837203034	0.40368280859539857
B2_150URI_P6_C1	2:Del:R:2	0.13463057787639052	0.5235291641672106	0.34184025795639883
B2_150URI_P6_C1	2:Del:R:3	0.3391949244039854	0.5838922611142731	0.0769128144817415
B2_150URI_P6_C1	2:Del:R:4	0.05863532823133399	0.9413646717686601	5.861890924689942e-15
B2_150URI_P6_C1	2:Del:R:5	0.2468283826561929	0.3461306527031594	0.4070409646406478
B2_150URI_P6_C1	3:Del:R:0	0.042340524229278795	0.004108276794186389	0.9535511989765348
B2_150URI_P6_C1	3:Del:R:1	0.34982789294939487	0.3471615672350559	0.30301053981554904
B2_150URI_P6_C1	3:Del:R:2	0.17758314538545522	0.5253273901677714	0.2970894644467734
B2_150URI_P6_C1	3:Del:R:3	0.3449641057466426	0.371805877596707	0.28323001665665043
B2_150URI_P6_C1	3:Del:R:4	0.2603352356601489	0.31034985204040577	0.4293149122994453
B2_150URI_P6_C1	3:Del:R:5	0.2607429007516797	0.30926991259241177	0.42998718665590846
B2_150URI_P6_C1	4:Del:R:0	0.064019518309611	0.007722513766582123	0.9282579679238069
B2_150URI_P6_C1	4:Del:R:1	0.11788497525318949	0.2752968955936479	0.6068181291531626
B2_150URI_P6_C1	4:Del:R:2	0.0022317780652889407	0.37311084244321596	0.624657379491495
B2_150URI_P6_C1	4:Del:R:3	1.0595691465409297e-13	0.23130860943643763	0.7686913905634564
B2_150URI_P6_C1	4:Del:R:4	0.2607429007516797	0.30926991259241177	0.42998718665590846
B2_150URI_P6_C1	4:Del:R:5	0.11474689240659529	0.8303701626260815	0.05488294496732315
B2_150URI_P6_C1	5:Del:R:0	0.01011403350655689	0.04635053156063799	0.9435354349328051
B2_150URI_P6_C1	5:Del:R:1	0.052470526013245165	0.8143835314890729	0.13314594249768194
B2_150URI_P6_C1	5:Del:R:2	0.16018427230078858	0.5008964616360269	0.3389192660631845
B2_150URI_P6_C1	5:Del:R:3	0.10369462502826235	0.8624272306747254	0.03387814429701231
B2_150URI_P6_C1	5:Del:R:4	0.03287148318034639	0.8898122871090638	0.07731622971058974
B2_150URI_P6_C1	5:Del:R:5	0.3792136651099828	0.2552886926761389	0.36549764221387837
B2_150URI_P6_C1	2:Ins:R:0	0.21108375212733058	0.17317758823010765	0.6157386596425618
B2_150URI_P6_C1	2:Ins:R:1	0.003287573048743495	0.11265201404501973	0.8840604129062368
B2_150URI_P6_C1	2:Ins:R:2	0.10967747400491236	0.5098979771614095	0.3804245488336782
B2_150URI_P6_C1	2:Ins:R:3	0.4120522302715187	0.3036793509586275	0.28426841876985365
B2_150URI_P6_C1	2:Ins:R:4	0.5933602528375896	0.4003305342517911	0.00630921291061922
B2_150URI_P6_C1	2:Ins:R:5	0.5721603155480016	0.42783968445199827	1.723425803171214e-16
B2_150URI_P6_C1	3:Ins:R:0	0.0009726357293634301	0.18260501813029614	0.8164223461403404
B2_150URI_P6_C1	3:Ins:R:1	0.11049533364867252	0.5291049872858729	0.3603996790654547
B2_150URI_P6_C1	3:Ins:R:2	0.11847814669163337	0.560957697529368	0.32056415577899866
B2_150URI_P6_C1	3:Ins:R:3	0.9529636019068097	0.017159258741328984	0.029877139351861273
B2_150URI_P6_C1	3:Ins:R:4	0.36124911213166033	0.5727416598851178	0.06600922798322198
B2_150URI_P6_C1	3:Ins:R:5	0.40253437068475495	0.5974656293152433	1.7596134114639477e-15
B2_150URI_P6_C1	4:Ins:R:0	1.8131237339541343e-14	0.09146707852710032	0.9085329214728816
B2_150URI_P6_C1	4:Ins:R:1	0.2795503964478901	0.44931329863897135	0.27113630491313856
B2_150URI_P6_C1	4:Ins:R:2	0.5789618093093992	0.09298627982629594	0.3280519108643049
B2_150URI_P6_C1	4:Ins:R:3	0.5039935378659777	0.4266103228430926	0.06939613929092964
B2_150URI_P6_C1	4:Ins:R:4	0.5632409896751627	0.4367590103248277	9.618037883268906e-15
B2_150URI_P6_C1	4:Ins:R:5	0.3145095096673662	0.6847996286047441	0.0006908617278898011
B2_150URI_P6_C1	5:Ins:R:0	1.9781045523268872e-14	2.3462507329371543e-14	0.9999999999999567
B2_150URI_P6_C1	5:Ins:R:1	0.5075724987176847	0.04742368736575919	0.44500381391655613
B2_150URI_P6_C1	5:Ins:R:2	0.6998977170061712	0.015095997752862446	0.2850062852409662
B2_150URI_P6_C1	5:Ins:R:3	0.5711390416606257	0.23392936822375482	0.1949315901156196
B2_150URI_P6_C1	5:Ins:R:4	0.8314378010029436	0.006784953047383453	0.16177724594967297
B2_150URI_P6_C1	5:Ins:R:5	0.48963835264946415	0.4695893283323683	0.04077231901816751
B2_150URI_P6_C1	2:Del:M:1	0.2256526253985723	0.0328711558821114	0.7414762187193162
B2_150URI_P6_C1	3:Del:M:1	0.026243684755991058	0.00017389601517505443	0.9735824192288339
B2_150URI_P6_C1	3:Del:M:2	0.24813242897020815	0.49073206380241174	0.26113550722738
B2_150URI_P6_C1	4:Del:M:1	0.038530413931101466	0.06718121275642205	0.8942883733124765
B2_150URI_P6_C1	4:Del:M:2	0.036191122090599354	0.13614605698875884	0.8276628209206418
B2_150URI_P6_C1	4:Del:M:3	0.04702606927808358	0.20174831538196483	0.7512256153399517
B2_150URI_P6_C1	5:Del:M:1	0.001240681509548762	0.9444534000442917	0.05430591844615967
B2_150URI_P6_C1	5:Del:M:2	6.995638064578127e-07	0.34388436660090593	0.6561149338352876
B2_150URI_P6_C1	5:Del:M:3	3.684505549184822e-09	0.0891173840696572	0.9108826122458371
B2_150URI_P6_C1	5:Del:M:4	0.04079240398181775	0.48365581419957704	0.4755517818186052
B2_150URI_P6_C1	5:Del:M:5	0.22037815154117216	0.779621848458826	1.8085984563245354e-15
